,Restaurant_id,rating
40150,id_134,3.0 
40151,id_135,4.0 
40152,id_136,4.5 
40153,id_137,3.0 
40154,id_138,4.5 
40155,id_139,
40156,id_140,3.5 
40157,id_141,
40158,id_142,
40159,id_143,3.5 
40160,id_144,
40161,id_145,4.5 
40162,id_146,4.0 
40163,id_147,
40164,id_148,4.0 
40165,id_149,4.0 
40166,id_150,4.5 
40167,id_151,4.0 
40168,id_152,4.5 
40169,id_153,1.0 
40170,id_154,4.5 
40171,id_155,
40172,id_156,4.5 
40173,id_157,3.0 
40174,id_158,4.0 
40175,id_159,4.0 
40176,id_160,3.5 
40177,id_161,
40178,id_162,3.5 
40179,id_163,4.5 
40180,id_164,3.0 
40181,id_165,4.5 
40182,id_166,4.5 
40183,id_167,3.5 
40184,id_168,2.5 
40185,id_169,3.5 
40186,id_170,
40187,id_171,
40188,id_172,4.5 
40189,id_173,4.5 
40190,id_174,3.5 
40191,id_175,4.0 
40192,id_176,2.5 
40193,id_177,
40194,id_178,4.0 
40195,id_179,3.0 
40196,id_180,
40197,id_181,
40198,id_182,
40199,id_183,4.0 
40200,id_184,2.0 
40201,id_185,4.0 
40202,id_186,4.5 
40203,id_187,5.0 
40204,id_188,4.0 
40205,id_189,4.5 
40206,id_190,5.0 
40207,id_191,3.5 
40208,id_192,
40209,id_193,4.0 
40210,id_194,
40211,id_195,
40212,id_196,4.0 
40213,id_197,
40214,id_198,3.5 
40215,id_199,4.5 
40216,id_200,5.0 
40217,id_201,4.5 
40218,id_202,4.5 
40219,id_203,4.5 
40220,id_204,5.0 
40221,id_205,4.5 
40222,id_206,3.5 
40223,id_207,4.0 
40224,id_208,4.5 
40225,id_209,4.0 
40226,id_210,4.0 
40227,id_211,3.0 
40228,id_212,3.5 
40229,id_213,
40230,id_214,4.0 
40231,id_215,
40232,id_216,4.0 
40233,id_217,
40234,id_218,4.0 
40235,id_219,3.5 
40236,id_220,4.0 
40237,id_221,5.0 
40238,id_222,4.0 
40239,id_223,4.5 
40240,id_224,
40241,id_225,3.0 
40242,id_226,4.5 
40243,id_227,4.5 
40244,id_228,4.0 
40245,id_229,
40246,id_230,4.0 
40247,id_231,
40248,id_232,4.0 
40249,id_233,4.0 
40250,id_234,
40251,id_235,5.0 
40252,id_236,4.0 
40253,id_237,
40254,id_238,4.0 
40255,id_239,4.5 
40256,id_240,3.5 
40257,id_241,4.0 
40258,id_242,4.5 
40259,id_243,
40260,id_244,3.0 
40261,id_245,
40262,id_246,
40263,id_247,
40264,id_248,
40265,id_249,
40266,id_250,3.5 
40267,id_251,4.0 
40268,id_252,
40269,id_253,3.5 
40270,id_254,4.0 
40271,id_255,4.5 
40272,id_256,4.5 
40273,id_257,
40274,id_258,4.0 
40275,id_259,4.0 
40276,id_260,
40277,id_261,4.5 
40278,id_262,
40279,id_263,4.5 
40280,id_264,2.0 
40281,id_265,3.0 
40282,id_266,3.5 
40283,id_267,4.0 
40284,id_268,4.0 
40285,id_269,4.0 
40286,id_270,3.5 
40287,id_271,4.0 
40288,id_272,
40289,id_273,4.0 
40290,id_274,3.5 
40291,id_275,
40292,id_276,4.0 
40293,id_277,4.5 
40294,id_278,
40295,id_279,4.5 
40296,id_280,4.0 
40297,id_281,
40298,id_282,3.5 
40299,id_283,
40300,id_284,4.5 
40301,id_285,
40302,id_286,4.0 
40303,id_287,4.0 
40304,id_288,4.5 
40305,id_289,4.0 
40306,id_290,4.0 
40307,id_291,4.0 
40308,id_292,4.0 
40309,id_293,4.5 
40310,id_294,3.0 
40311,id_295,5.0 
40312,id_296,4.0 
40313,id_297,
40314,id_298,4.0 
40315,id_299,4.5 
40316,id_300,4.0 
40317,id_301,4.5 
40318,id_302,
40319,id_303,
40320,id_304,4.5 
40321,id_305,
40322,id_306,4.0 
40323,id_307,4.5 
40324,id_308,
40325,id_309,4.0 
40326,id_310,1.0 
40327,id_311,4.5 
40328,id_312,3.5 
40329,id_313,
40330,id_314,4.0 
40331,id_315,4.0 
40332,id_316,
40333,id_317,4.0 
40334,id_318,3.0 
40335,id_319,
40336,id_320,4.5 
40337,id_321,4.5 
40338,id_322,
40339,id_323,4.0 
40340,id_324,3.5 
40341,id_325,3.5 
40342,id_326,4.0 
40343,id_327,3.5 
40344,id_328,4.5 
40345,id_329,4.5 
40346,id_330,4.5 
40347,id_331,
40348,id_332,4.0 
40349,id_333,4.0 
40350,id_334,3.5 
40351,id_335,4.5 
40352,id_336,4.0 
40353,id_337,
40354,id_338,4.5 
40355,id_339,5.0 
40356,id_340,2.0 
40357,id_341,4.5 
40358,id_342,
40359,id_343,4.0 
40360,id_344,
40361,id_345,
40362,id_346,3.0 
40363,id_347,3.5 
40364,id_348,5.0 
40365,id_349,
40366,id_350,2.5 
40367,id_351,4.0 
40368,id_352,4.0 
40369,id_353,4.0 
40370,id_354,3.5 
40371,id_355,3.0 
40372,id_356,
40373,id_357,
40374,id_358,4.5 
40375,id_359,4.0 
40376,id_360,
40377,id_361,4.0 
40378,id_362,
40379,id_363,3.5 
40380,id_364,4.0 
40381,id_365,5.0 
40382,id_366,2.5 
40383,id_367,3.5 
40384,id_368,3.5 
40385,id_369,5.0 
40386,id_370,
40387,id_371,4.0 
40388,id_372,4.0 
40389,id_373,4.0 
40390,id_374,3.0 
40391,id_375,4.0 
40392,id_376,
40393,id_377,3.0 
40394,id_378,3.0 
40395,id_379,
40396,id_380,3.5 
40397,id_381,
40398,id_382,4.5 
40399,id_383,
40400,id_384,
40401,id_385,3.5 
40402,id_386,4.5 
40403,id_387,
40404,id_388,4.0 
40405,id_389,4.0 
40406,id_390,
40407,id_391,
40408,id_392,3.5 
40409,id_393,4.0 
40410,id_394,
40411,id_395,4.0 
40412,id_396,4.5 
40413,id_397,4.0 
40414,id_398,
40415,id_399,3.0 
40416,id_400,4.0 
40417,id_401,
40418,id_402,5.0 
40419,id_403,3.5 
40420,id_404,4.0 
40421,id_405,4.5 
40422,id_406,4.5 
40423,id_407,
40424,id_408,
40425,id_409,4.5 
40426,id_410,4.0 
40427,id_411,4.0 
40428,id_412,4.0 
40429,id_413,5.0 
40430,id_414,3.5 
40431,id_415,3.5 
40432,id_416,2.5 
40433,id_417,4.0 
40434,id_418,4.0 
40435,id_419,4.0 
40436,id_420,
40437,id_421,
40438,id_422,4.5 
40439,id_423,
40440,id_424,2.5 
40441,id_425,4.0 
40442,id_426,3.5 
40443,id_427,
40444,id_428,
40445,id_429,4.5 
40446,id_430,4.5 
40447,id_431,4.5 
40448,id_432,3.5 
40449,id_433,
40450,id_434,
40451,id_435,3.5 
40452,id_436,
40453,id_437,3.5 
40454,id_438,
40455,id_439,3.0 
40456,id_440,3.5 
40457,id_441,5.0 
40458,id_442,3.0 
40459,id_443,
40460,id_444,
40461,id_445,4.0 
40462,id_446,4.0 
40463,id_447,
40464,id_448,
40465,id_449,4.5 
40466,id_450,4.0 
40467,id_451,4.5 
40468,id_452,
40469,id_453,4.0 
40470,id_454,4.0 
40471,id_455,
40472,id_456,2.0 
40473,id_457,
40474,id_458,3.5 
40475,id_459,
40476,id_460,4.0 
40477,id_461,4.5 
40478,id_462,
40479,id_463,4.5 
40480,id_464,
40481,id_465,4.5 
40482,id_466,4.0 
40483,id_467,4.0 
40484,id_468,
40485,id_469,
40486,id_470,4.0 
40487,id_471,
40488,id_472,
40489,id_473,
40490,id_474,
40491,id_475,4.5 
40492,id_476,
40493,id_477,5.0 
40494,id_478,4.5 
40495,id_479,4.5 
40496,id_480,
40497,id_481,4.0 
40498,id_482,4.0 
40499,id_483,4.0 
40500,id_484,
40501,id_485,
40502,id_486,4.5 
40503,id_487,4.0 
40504,id_488,4.0 
40505,id_489,4.5 
40506,id_490,4.0 
40507,id_491,2.0 
40508,id_492,3.5 
40509,id_493,3.5 
40510,id_494,
40511,id_495,5.0 
40512,id_496,4.0 
40513,id_497,
40514,id_498,4.0 
40515,id_499,2.5 
40516,id_500,3.5 
40517,id_501,4.5 
40518,id_502,
40519,id_503,4.0 
40520,id_504,3.5 
40521,id_505,5.0 
40522,id_506,
40523,id_507,3.0 
40524,id_508,4.0 
40525,id_509,
40526,id_510,
40527,id_511,4.0 
40528,id_512,4.0 
40529,id_513,
40530,id_514,
40531,id_515,4.0 
40532,id_516,3.0 
40533,id_517,3.5 
40534,id_518,4.0 
40535,id_519,4.5 
40536,id_520,1.5 
40537,id_521,1.0 
40538,id_522,4.5 
40539,id_523,3.5 
40540,id_524,4.0 
40541,id_525,3.5 
40542,id_526,2.5 
40543,id_527,4.0 
40544,id_528,3.5 
40545,id_529,
40546,id_530,3.5 
40547,id_531,
40548,id_532,4.5 
40549,id_533,5.0 
40550,id_534,3.5 
40551,id_535,5.0 
40552,id_536,4.0 
40553,id_537,5.0 
40554,id_538,
40555,id_539,3.0 
40556,id_540,
40557,id_541,4.0 
40558,id_542,
40559,id_543,
40560,id_544,4.5 
40561,id_545,4.0 
40562,id_546,4.5 
40563,id_547,3.5 
40564,id_548,4.5 
40565,id_549,
40566,id_550,4.0 
40567,id_551,4.0 
40568,id_552,4.5 
40569,id_553,4.0 
40570,id_554,3.5 
40571,id_555,
40572,id_556,
40573,id_557,
40574,id_558,
40575,id_559,3.0 
40576,id_560,
40577,id_561,4.5 
40578,id_562,4.0 
40579,id_563,4.0 
40580,id_564,4.0 
40581,id_565,5.0 
40582,id_566,3.5 
40583,id_567,3.5 
40584,id_568,4.5 
40585,id_569,4.5 
40586,id_570,4.0 
40587,id_571,4.0 
40588,id_572,4.0 
40589,id_573,4.0 
40590,id_574,2.5 
40591,id_575,3.5 
40592,id_576,
40593,id_577,4.0 
40594,id_578,3.5 
40595,id_579,3.0 
40596,id_580,4.0 
40597,id_581,
40598,id_582,4.0 
40599,id_583,3.0 
40600,id_584,4.0 
40601,id_585,4.0 
40602,id_586,5.0 
40603,id_587,
40604,id_588,
40605,id_589,4.5 
40606,id_590,
40607,id_591,4.0 
40608,id_592,3.0 
40609,id_593,
40610,id_594,4.0 
40611,id_595,4.0 
40612,id_596,4.0 
40613,id_597,5.0 
40614,id_598,4.0 
40615,id_599,3.5 
40616,id_600,3.5 
40617,id_601,4.0 
40618,id_602,
40619,id_603,4.5 
40620,id_604,4.0 
40621,id_605,
40622,id_606,
40623,id_607,3.5 
40624,id_608,3.0 
40625,id_609,
40626,id_610,4.0 
40627,id_611,4.0 
40628,id_612,
40629,id_613,4.5 
40630,id_614,
40631,id_615,4.5 
40632,id_616,4.5 
40633,id_617,4.0 
40634,id_618,4.5 
40635,id_619,4.0 
40636,id_620,4.5 
40637,id_621,4.5 
40638,id_622,4.0 
40639,id_623,3.5 
40640,id_624,
40641,id_625,2.5 
40642,id_626,4.0 
40643,id_627,3.5 
40644,id_628,4.0 
40645,id_629,4.0 
40646,id_630,4.0 
40647,id_631,3.5 
40648,id_632,3.5 
40649,id_633,4.0 
40650,id_634,
40651,id_635,3.5 
40652,id_636,
40653,id_637,4.0 
40654,id_638,4.0 
40655,id_639,
40656,id_640,
40657,id_641,3.5 
40658,id_642,
40659,id_643,
40660,id_644,3.0 
40661,id_645,5.0 
40662,id_646,4.5 
40663,id_647,2.0 
40664,id_648,3.0 
40665,id_649,2.5 
40666,id_650,4.0 
40667,id_651,3.0 
40668,id_652,
40669,id_653,5.0 
40670,id_654,4.5 
40671,id_655,3.5 
40672,id_656,4.0 
40673,id_657,2.5 
40674,id_658,4.0 
40675,id_659,4.5 
40676,id_660,4.0 
40677,id_661,3.0 
40678,id_662,3.5 
40679,id_663,
40680,id_664,4.5 
40681,id_665,4.5 
40682,id_666,2.0 
40683,id_667,2.5 
40684,id_668,3.0 
40685,id_669,
40686,id_670,
40687,id_671,3.0 
40688,id_672,3.5 
40689,id_673,5.0 
40690,id_674,4.0 
40691,id_675,
40692,id_676,4.0 
40693,id_677,1.5 
40694,id_678,4.0 
40695,id_679,
40696,id_680,3.5 
40697,id_681,4.0 
40698,id_682,3.5 
40699,id_683,3.5 
40700,id_684,4.0 
40701,id_685,4.0 
40702,id_686,4.0 
40703,id_687,3.0 
40704,id_688,4.5 
40705,id_689,4.0 
40706,id_690,
40707,id_691,3.5 
40708,id_692,4.0 
40709,id_693,4.5 
40710,id_694,
40711,id_695,4.0 
40712,id_696,4.5 
40713,id_697,4.5 
40714,id_698,
40715,id_699,4.5 
40716,id_700,4.5 
40717,id_701,3.5 
40718,id_702,4.5 
40719,id_703,4.5 
40720,id_705,5.0 
40721,id_706,3.5 
40722,id_707,4.5 
40723,id_708,4.5 
40724,id_709,2.5 
40725,id_710,
40726,id_711,4.5 
40727,id_712,3.5 
40728,id_713,
40729,id_714,4.0 
40730,id_715,4.5 
40731,id_716,4.0 
40732,id_717,4.5 
40733,id_718,3.5 
40734,id_719,4.0 
40735,id_720,4.0 
40736,id_721,
40737,id_722,4.5 
40738,id_723,3.5 
40739,id_724,3.0 
40740,id_725,4.5 
40741,id_726,4.0 
40742,id_727,4.5 
40743,id_728,4.5 
40744,id_729,4.0 
40745,id_730,5.0 
40746,id_731,3.5 
40747,id_732,4.5 
40748,id_733,
40749,id_734,4.5 
40750,id_735,
40751,id_736,5.0 
40752,id_737,
40753,id_738,4.5 
40754,id_739,4.0 
40755,id_740,3.5 
40756,id_741,3.5 
40757,id_742,
40758,id_743,4.0 
40759,id_744,4.5 
40760,id_745,4.0 
40761,id_746,3.5 
40762,id_747,
40763,id_748,3.5 
40764,id_749,
40765,id_750,4.5 
40766,id_751,4.0 
40767,id_752,4.0 
40768,id_753,5.0 
40769,id_754,4.0 
40770,id_755,
40771,id_756,5.0 
40772,id_757,5.0 
40773,id_758,2.0 
40774,id_759,4.0 
40775,id_760,4.0 
40776,id_761,4.0 
40777,id_762,
40778,id_763,
40779,id_764,4.0 
40780,id_765,
40781,id_766,2.5 
40782,id_767,3.5 
40783,id_768,5.0 
40784,id_769,
40785,id_770,3.0 
40786,id_771,4.0 
40787,id_772,4.0 
40788,id_773,
40789,id_774,4.5 
40790,id_775,
40791,id_776,3.5 
40792,id_777,5.0 
40793,id_778,4.0 
40794,id_779,4.5 
40795,id_780,3.5 
40796,id_781,4.0 
40797,id_782,4.0 
40798,id_783,
40799,id_784,4.0 
40800,id_785,5.0 
40801,id_786,2.0 
40802,id_787,4.0 
40803,id_788,
40804,id_789,4.0 
40805,id_790,4.5 
40806,id_791,4.0 
40807,id_792,3.0 
40808,id_793,4.5 
40809,id_794,4.5 
40810,id_795,4.5 
40811,id_796,
40812,id_797,4.0 
40813,id_798,4.0 
40814,id_799,4.0 
40815,id_800,
40816,id_801,2.5 
40817,id_802,4.0 
40818,id_803,
40819,id_804,3.5 
40820,id_805,2.0 
40821,id_806,
40822,id_807,
40823,id_808,4.5 
40824,id_809,
40825,id_810,2.5 
40826,id_811,
40827,id_812,
40828,id_813,4.5 
40829,id_814,
40830,id_815,3.5 
40831,id_816,3.0 
40832,id_817,
40833,id_818,4.0 
40834,id_819,
40835,id_820,4.0 
40836,id_821,4.5 
40837,id_822,4.0 
40838,id_823,4.0 
40839,id_824,4.5 
40840,id_825,3.5 
40841,id_826,4.0 
40842,id_827,3.5 
40843,id_828,
40844,id_829,
40845,id_830,4.0 
40846,id_831,
40847,id_832,
40848,id_833,
40849,id_834,3.0 
40850,id_835,3.5 
40851,id_836,4.0 
40852,id_837,
40853,id_838,
40854,id_839,
40855,id_840,4.5 
40856,id_841,3.0 
40857,id_842,5.0 
40858,id_843,
40859,id_844,4.0 
40860,id_845,4.0 
40861,id_846,3.0 
40862,id_847,3.5 
40863,id_848,
40864,id_849,4.5 
40865,id_850,4.0 
40866,id_851,
40867,id_852,
40868,id_853,4.5 
40869,id_854,3.5 
40870,id_855,
40871,id_856,3.5 
40872,id_857,
40873,id_858,4.0 
40874,id_859,4.5 
40875,id_860,4.5 
40876,id_861,4.0 
40877,id_862,4.5 
40878,id_863,3.5 
40879,id_864,
40880,id_865,3.5 
40881,id_866,4.5 
40882,id_867,4.0 
40883,id_868,3.0 
40884,id_869,5.0 
40885,id_870,3.0 
40886,id_871,3.5 
40887,id_872,4.0 
40888,id_873,4.0 
40889,id_874,4.5 
40890,id_875,4.5 
40891,id_876,4.0 
40892,id_877,4.5 
40893,id_878,4.0 
40894,id_879,3.5 
40895,id_880,3.0 
40896,id_881,
40897,id_882,
40898,id_883,3.0 
40899,id_884,4.0 
40900,id_885,
40901,id_886,4.0 
40902,id_887,5.0 
40903,id_888,5.0 
40904,id_889,3.5 
40905,id_890,3.5 
40906,id_891,4.0 
40907,id_892,4.0 
40908,id_893,4.0 
40909,id_894,4.0 
40910,id_895,
40911,id_896,4.5 
40912,id_897,
40913,id_898,3.5 
40914,id_899,
40915,id_900,4.0 
40916,id_901,4.0 
40917,id_902,4.0 
40918,id_903,3.5 
40919,id_904,
40920,id_905,
40921,id_906,5.0 
40922,id_907,4.5 
40923,id_908,
40924,id_909,4.0 
40925,id_910,3.5 
40926,id_911,3.0 
40927,id_912,
40928,id_913,4.0 
40929,id_914,4.5 
40930,id_915,4.5 
40931,id_916,4.0 
40932,id_917,
40933,id_918,4.5 
40934,id_919,4.5 
40935,id_920,4.0 
40936,id_921,3.5 
40937,id_922,4.0 
40938,id_923,4.0 
40939,id_924,
40940,id_925,4.5 
40941,id_926,
40942,id_927,
40943,id_928,4.5 
40944,id_929,3.0 
40945,id_930,
40946,id_931,4.0 
40947,id_932,
40948,id_933,5.0 
40949,id_934,4.0 
40950,id_935,
40951,id_936,4.0 
40952,id_937,4.5 
40953,id_938,
40954,id_939,4.5 
40955,id_940,3.5 
40956,id_941,4.5 
40957,id_942,4.0 
40958,id_943,3.5 
40959,id_944,5.0 
40960,id_945,3.5 
40961,id_946,
40962,id_947,4.0 
40963,id_948,5.0 
40964,id_949,4.5 
40965,id_950,4.0 
40966,id_951,
40967,id_952,3.5 
40968,id_953,4.0 
40969,id_954,2.5 
40970,id_955,4.5 
40971,id_956,3.5 
40972,id_957,
40973,id_958,
40974,id_959,4.0 
40975,id_960,
40976,id_961,
40977,id_962,4.0 
40978,id_963,4.0 
40979,id_964,
40980,id_965,4.5 
40981,id_966,4.5 
40982,id_967,5.0 
40983,id_968,4.5 
40984,id_969,3.5 
40985,id_970,4.5 
40986,id_971,4.0 
40987,id_972,3.5 
40988,id_973,3.5 
40989,id_974,5.0 
40990,id_975,4.5 
40991,id_976,3.5 
40992,id_977,5.0 
40993,id_978,4.0 
40994,id_979,4.0 
40995,id_980,
40996,id_981,4.0 
40997,id_982,4.0 
40998,id_983,3.5 
40999,id_984,
41000,id_985,
41001,id_986,
41002,id_987,3.5 
41003,id_988,
41004,id_989,
41005,id_990,4.0 
41006,id_991,4.0 
41007,id_992,4.5 
41008,id_993,3.0 
41009,id_994,3.5 
41010,id_995,3.0 
41011,id_996,
41012,id_997,
41013,id_998,
41014,id_999,5.0 
41015,id_1000,5.0 
41016,id_1001,3.0 
41017,id_1002,4.5 
41018,id_1003,3.5 
41019,id_1004,
41020,id_1005,4.5 
41021,id_1006,
41022,id_1007,4.5 
41023,id_1008,
41024,id_1009,4.0 
41025,id_1010,4.5 
41026,id_1011,4.0 
41027,id_1012,
41028,id_1013,3.5 
41029,id_1014,
41030,id_1015,3.0 
41031,id_1016,
41032,id_1017,5.0 
41033,id_1018,
41034,id_1019,4.5 
41035,id_1020,3.5 
41036,id_1021,2.5 
41037,id_1022,4.5 
41038,id_1023,4.0 
41039,id_1024,
41040,id_1025,3.5 
41041,id_1026,4.0 
41042,id_1027,4.5 
41043,id_1028,4.0 
41044,id_1029,3.5 
41045,id_1030,4.0 
41046,id_1031,4.5 
41047,id_1032,4.0 
41048,id_1033,3.5 
41049,id_1034,4.0 
41050,id_1035,
41051,id_1036,3.0 
41052,id_1037,4.0 
41053,id_1038,
41054,id_1039,3.5 
41055,id_1040,4.0 
41056,id_1041,4.0 
41057,id_1042,5.0 
41058,id_1043,
41059,id_1044,4.0 
41060,id_1045,4.5 
41061,id_1046,4.5 
41062,id_1047,4.0 
41063,id_1048,
41064,id_1049,2.5 
41065,id_1050,3.5 
41066,id_1051,
41067,id_1052,
41068,id_1053,3.5 
41069,id_1054,
41070,id_1055,5.0 
41071,id_1056,2.5 
41072,id_1057,
41073,id_1058,4.0 
41074,id_1059,3.5 
41075,id_1060,
41076,id_1061,4.5 
41077,id_1062,3.5 
41078,id_1063,4.5 
41079,id_1064,
41080,id_1065,3.5 
41081,id_1066,4.0 
41082,id_1067,3.5 
41083,id_1068,3.5 
41084,id_1069,4.5 
41085,id_1070,5.0 
41086,id_1071,3.0 
41087,id_1072,3.0 
41088,id_1073,4.5 
41089,id_1074,
41090,id_1075,
41091,id_1076,3.5 
41092,id_1077,1.5 
41093,id_1078,4.0 
41094,id_1079,4.5 
41095,id_1080,4.5 
41096,id_1081,4.0 
41097,id_1082,3.5 
41098,id_1083,4.5 
41099,id_1084,4.5 
41100,id_1085,
41101,id_1086,
41102,id_1087,4.5 
41103,id_1088,4.5 
41104,id_1089,3.5 
41105,id_1090,
41106,id_1091,4.5 
41107,id_1092,
41108,id_1093,4.0 
41109,id_1094,
41110,id_1095,
41111,id_1096,
41112,id_1097,
41113,id_1098,
41114,id_1099,
41115,id_1100,3.5 
41116,id_1101,
41117,id_1102,
41118,id_1103,4.5 
41119,id_1104,4.0 
41120,id_1105,4.5 
41121,id_1106,4.0 
41122,id_1107,4.5 
41123,id_1108,4.0 
41124,id_1109,
41125,id_1110,4.5 
41126,id_1111,4.0 
41127,id_1112,4.0 
41128,id_1113,3.5 
41129,id_1114,4.5 
41130,id_1115,
41131,id_1116,
41132,id_1117,4.0 
41133,id_1118,5.0 
41134,id_1119,
41135,id_1120,4.0 
41136,id_1121,4.5 
41137,id_1122,
41138,id_1123,4.0 
41139,id_1124,
41140,id_1125,4.0 
41141,id_1126,3.5 
41142,id_1127,
41143,id_1128,4.0 
41144,id_1129,3.5 
41145,id_1130,5.0 
41146,id_1131,2.0 
41147,id_1132,3.5 
41148,id_1133,4.0 
41149,id_1134,4.0 
41150,id_1135,4.5 
41151,id_1136,4.0 
41152,id_1137,4.5 
41153,id_1138,4.0 
41154,id_1139,
41155,id_1140,3.5 
41156,id_1141,4.5 
41157,id_1142,
41158,id_1143,
41159,id_1144,3.0 
41160,id_1145,
41161,id_1146,2.0 
41162,id_1147,
41163,id_1148,3.0 
41164,id_1149,4.0 
41165,id_1150,
41166,id_1151,3.5 
41167,id_1152,3.5 
41168,id_1153,
41169,id_1154,
41170,id_1155,3.5 
41171,id_1156,
41172,id_1157,4.5 
41173,id_1158,4.0 
41174,id_1159,4.5 
41175,id_1160,
41176,id_1161,
41177,id_1162,4.0 
41178,id_1163,4.0 
41179,id_1164,4.5 
41180,id_1165,4.0 
41181,id_1166,4.0 
41182,id_1167,
41183,id_1168,4.5 
41184,id_1169,4.0 
41185,id_1170,
41186,id_1172,3.5 
41187,id_1173,4.0 
41188,id_1174,3.5 
41189,id_1175,
41190,id_1176,4.5 
41191,id_1177,4.5 
41192,id_1178,
41193,id_1179,4.0 
41194,id_1180,4.5 
41195,id_1181,3.0 
41196,id_1182,2.5 
41197,id_1183,4.0 
41198,id_1184,4.5 
41199,id_1185,4.0 
41200,id_1186,4.5 
41201,id_1187,
41202,id_1188,4.0 
41203,id_1189,4.0 
41204,id_1190,
41205,id_1191,3.5 
41206,id_1192,3.0 
41207,id_1193,3.5 
41208,id_1194,4.5 
41209,id_1195,4.0 
41210,id_1196,4.0 
41211,id_1197,4.5 
41212,id_1198,3.5 
41213,id_1199,3.5 
41214,id_1200,4.0 
41215,id_1201,4.5 
41216,id_1202,
41217,id_1203,4.0 
41218,id_1204,4.0 
41219,id_1205,4.0 
41220,id_1206,4.0 
41221,id_1207,4.0 
41222,id_1208,4.0 
41223,id_1209,
41224,id_1210,4.5 
41225,id_1211,3.5 
41226,id_1212,4.5 
41227,id_1213,
41228,id_1214,4.5 
41229,id_1215,4.0 
41230,id_1216,4.5 
41231,id_1217,
41232,id_1218,4.0 
41233,id_1219,
41234,id_1220,3.5 
41235,id_1221,1.0 
41236,id_1222,
41237,id_1223,3.5 
41238,id_1224,5.0 
41239,id_1225,3.5 
41240,id_1226,4.0 
41241,id_1227,4.5 
41242,id_1228,
41243,id_1229,4.5 
41244,id_1230,
41245,id_1231,4.5 
41246,id_1232,3.0 
41247,id_1233,
41248,id_1234,4.5 
41249,id_1235,4.5 
41250,id_1236,
41251,id_1237,3.5 
41252,id_1238,4.5 
41253,id_1239,3.5 
